ticker,name,market,currency,sector,sub_industry,headquarters,index_membership,snapshot_date,ticker_yahoo,currency_fixed
HST,Host Hotels & Resorts,US,USD,Real Estate,Hotel & Resort REITs,"Bethesda, Maryland",SP500,2026-05-22,HST,USD
HSX,Hiscox,EU,EUR,Insurance,,Bermuda,STOXX600,2026-05-22,HSX.DE,EUR
HSY,Hershey Company (The),US,USD,Consumer Staples,Packaged Foods & Meats,"Hershey, Pennsylvania",SP500,2026-05-22,HSY,USD
HUBB,Hubbell Incorporated,US,USD,Industrials,Industrial Machinery & Supplies & Components,"Shelton, Connecticut",SP500,2026-05-22,HUBB,USD
HUM,Humana,US,USD,Health Care,Managed Health Care,"Louisville, Kentucky",SP500,2026-05-22,HUM,USD
HUSQ B,Husqvarna,EU,EUR,Consumer Products and Services,,Sweden,STOXX600,2026-05-22,HUSQ-B.ST,SEK
HWDN,Howden Joinery,EU,EUR,Retail,,United Kingdom,STOXX600,2026-05-22,HWDN.L,GBP
HWM,Howmet Aerospace,US,USD,Industrials,Aerospace & Defense,"Pittsburgh, Pennsylvania",SP500,2026-05-22,HWM,USD
IAG,International Airlines Group,EU,EUR,Travel and Leisure,,United Kingdom,STOXX600,2026-05-22,IAG.L,GBP
IBE,Iberdrola,EU,EUR,Utilities,,Spain,STOXX600,2026-05-22,IBE.MC,EUR
IBKR,Interactive Brokers,US,USD,Financials,Investment Banking & Brokerage,"Greenwich, Connecticut",SP500,2026-05-22,IBKR,USD
IBM,IBM,US,USD,Information Technology,IT Consulting & Other Services,"Armonk, New York",SP500,2026-05-22,IBM,USD
ICE,Intercontinental Exchange,US,USD,Financials,Financial Exchanges & Data,"Atlanta, Georgia",SP500,2026-05-22,ICE,USD
ICP,Intermediate Capital Group,EU,EUR,Financial Services,,United Kingdom,STOXX600,2026-05-22,ICP.L,GBP
IDP,Interpump Group,EU,EUR,Industrial Goods and Services,,Italy,STOXX600,2026-05-22,IDP.MI,EUR
IDXX,Idexx Laboratories,US,USD,Health Care,Health Care Equipment,"Westbrook, Maine",SP500,2026-05-22,IDXX,USD
IEX,IDEX Corporation,US,USD,Industrials,Industrial Machinery & Supplies & Components,"Northbrook, Illinois",SP500,2026-05-22,IEX,USD
IFF,International Flavors & Fragrances,US,USD,Materials,Specialty Chemicals,"New York City, New York",SP500,2026-05-22,IFF,USD
IFX,Infineon Technologies,EU,EUR,Technology,,Germany,STOXX600,2026-05-22,IFX.DE,EUR
IGGI,IG Group,EU,EUR,Financial Services,,United Kingdom,STOXX600,2026-05-22,IGGI.L,GBP
IHG,InterContinental Hotels Group,EU,EUR,Travel and Leisure,,United Kingdom,STOXX600,2026-05-22,IHG.L,GBP
III,3i,EU,EUR,Financial Services,,United Kingdom,STOXX600,2026-05-22,III.L,GBP
IMB,Imperial Brands,EU,EUR,"Food, Beverage and Tobacco",,United Kingdom,STOXX600,2026-05-22,IMB.L,GBP
IMI,IMI,EU,EUR,Industrial Goods and Services,,United Kingdom,STOXX600,2026-05-22,IMI.L,GBP
INCH,Inchcape,EU,EUR,Retail,,United Kingdom,STOXX600,2026-05-22,INCH.L,GBP
INCY,Incyte,US,USD,Health Care,Biotechnology,"Wilmington, Delaware",SP500,2026-05-22,INCY,USD
INDT,Indutrade,EU,EUR,Industrial Goods and Services,,Sweden,STOXX600,2026-05-22,INDT.ST,SEK
INDV,Indivior,EU,EUR,Health Care,,United Kingdom,STOXX600,2026-05-22,INDV.L,GBP
INF,Informa,EU,EUR,Media,,United Kingdom,STOXX600,2026-05-22,INF.L,GBP
INGA,ING Group,EU,EUR,Banks,,Netherlands,STOXX600,2026-05-22,INGA.AS,EUR
INP,Investec,EU,EUR,Financial Services,,United Kingdom,STOXX600,2026-05-22,INP.L,GBP
INPST,InPost,EU,EUR,Industrial Goods and Services,,Luxembourg,STOXX600,2026-05-22,INPST.LU,EUR
INTC,Intel,US,USD,Information Technology,Semiconductors,"Santa Clara, California",SP500,2026-05-22,INTC,USD
INTU,Intuit,US,USD,Information Technology,Application Software,"Mountain View, California",SP500,2026-05-22,INTU,USD
INVH,Invitation Homes,US,USD,Real Estate,Single-Family Residential REITs,"Dallas, Texas",SP500,2026-05-22,INVH,USD
IP,International Paper,US,USD,Materials,Paper & Plastic Packaging Products & Materials,"Memphis, Tennessee",SP500,2026-05-22,IP,USD
IPN,Ipsen,EU,EUR,Health Care,,France,STOXX600,2026-05-22,IPN.PA,EUR
IPX,Ipsos,EU,EUR,Media,,France,STOXX600,2026-05-22,IPX.PA,EUR
IQV,IQVIA,US,USD,Health Care,Life Sciences Tools & Services,"Durham, North Carolina",SP500,2026-05-22,IQV,USD
IR,Ingersoll Rand,US,USD,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",SP500,2026-05-22,IR,USD
IRM,Iron Mountain,US,USD,Real Estate,Other Specialized REITs,"Portsmouth, New Hampshire",SP500,2026-05-22,IRM,USD
ISP,Intesa Sanpaolo,EU,EUR,Banks,,Italy,STOXX600,2026-05-22,ISP.MI,EUR
ISRG,Intuitive Surgical,US,USD,Health Care,Health Care Equipment,"Sunnyvale, California",SP500,2026-05-22,ISRG,USD
IT,Gartner,US,USD,Information Technology,IT Consulting & Other Services,"Stamford, Connecticut",SP500,2026-05-22,IT,USD
ITRK,Intertek,EU,EUR,Industrial Goods and Services,,United Kingdom,STOXX600,2026-05-22,ITRK.L,GBP
ITV,ITV,EU,EUR,Media,,United Kingdom,STOXX600,2026-05-22,ITV.L,GBP
ITW,Illinois Tool Works,US,USD,Industrials,Industrial Machinery & Supplies & Components,"Glenview, Illinois",SP500,2026-05-22,ITW,USD
ITX,Inditex,EU,EUR,Retail,,Spain,STOXX600,2026-05-22,ITX.MC,EUR
IVZ,Invesco,US,USD,Financials,Asset Management & Custody Banks,"Atlanta, Georgia",SP500,2026-05-22,IVZ,USD
J,Jacobs Solutions,US,USD,Industrials,Construction & Engineering,"Dallas, Texas",SP500,2026-05-22,J,USD
JBHT,J.B. Hunt,US,USD,Industrials,Cargo Ground Transportation,"Lowell, Arkansas",SP500,2026-05-22,JBHT,USD
JBL,Jabil,US,USD,Information Technology,Electronic Manufacturing Services,"St. Petersburg, Florida",SP500,2026-05-22,JBL,USD
JCI,Johnson Controls,US,USD,Industrials,Building Products,"Cork, Ireland",SP500,2026-05-22,JCI,USD
JD,JD Sports,EU,EUR,Retail,,United Kingdom,STOXX600,2026-05-22,JD.L,GBP
JKHY,Jack Henry & Associates,US,USD,Financials,Transaction & Payment Processing Services,"Monett, Missouri",SP500,2026-05-22,JKHY,USD
JMAT,Johnson Matthey,EU,EUR,Chemicals,,United Kingdom,STOXX600,2026-05-22,JMAT.L,GBP
JMT,Jerónimo Martins,EU,EUR,Retail,,Portugal,STOXX600,2026-05-22,JMT.LS,EUR
JNJ,Johnson & Johnson,US,USD,Health Care,Pharmaceuticals,"New Brunswick, New Jersey",SP500,2026-05-22,JNJ,USD
JPM,JPMorgan Chase,US,USD,Financials,Diversified Banks,"New York City, New York",SP500,2026-05-22,JPM,USD
JUST,Just Eat Takeaway,EU,EUR,Retail,,Netherlands,STOXX600,2026-05-22,JUST.AS,EUR
KBC,KBC Group,EU,EUR,Banks,,Belgium,STOXX600,2026-05-22,KBC.BR,EUR
KDP,Keurig Dr Pepper,US,USD,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,"Burlington, Massachusetts",SP500,2026-05-22,KDP,USD
KER,Kering,EU,EUR,Consumer Products and Services,,France,STOXX600,2026-05-22,KER.PA,EUR
KEY,KeyCorp,US,USD,Financials,Regional Banks,"Cleveland, Ohio",SP500,2026-05-22,KEY,USD
KEYS,Keysight Technologies,US,USD,Information Technology,Electronic Equipment & Instruments,"Santa Rosa, California",SP500,2026-05-22,KEYS,USD
KGF,Kingfisher plc,EU,EUR,Retail,,United Kingdom,STOXX600,2026-05-22,KGF.L,GBP
KHC,Kraft Heinz,US,USD,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois; Pittsburgh, Pennsylvania",SP500,2026-05-22,KHC,USD
KIM,Kimco Realty,US,USD,Real Estate,Retail REITs,"Jericho, New York",SP500,2026-05-22,KIM,USD
KKR,KKR & Co.,US,USD,Financials,Asset Management & Custody Banks,"New York City, New York",SP500,2026-05-22,KKR,USD
KLAC,KLA Corporation,US,USD,Information Technology,Semiconductor Materials & Equipment,"Milpitas, California",SP500,2026-05-22,KLAC,USD
KMB,Kimberly-Clark,US,USD,Consumer Staples,Household Products,"Irving, Texas",SP500,2026-05-22,KMB,USD
KMI,Kinder Morgan,US,USD,Energy,Oil & Gas Storage & Transportation,"Houston, Texas",SP500,2026-05-22,KMI,USD
KNEBV,Kone,EU,EUR,Industrial Goods and Services,,Finland,STOXX600,2026-05-22,KNEBV.HE,EUR
KNIN,Kuehne + Nagel,EU,EUR,Industrial Goods and Services,,Switzerland,STOXX600,2026-05-22,KNIN.SW,CHF
KO,Coca-Cola Company (The),US,USD,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,"Atlanta, Georgia",SP500,2026-05-22,KO,USD
KPN,KPN,EU,EUR,Telecommunications,,Netherlands,STOXX600,2026-05-22,KPN.AS,EUR
KR,Kroger,US,USD,Consumer Staples,Food Retail,"Cincinnati, Ohio",SP500,2026-05-22,KR,USD
KVUE,Kenvue,US,USD,Consumer Staples,Personal Care Products,"Skillman, New Jersey",SP500,2026-05-22,KVUE,USD
L,Loews Corporation,US,USD,Financials,Multi-line Insurance,"New York City, New York",SP500,2026-05-22,L,USD
LAND,Land Securities,EU,EUR,Real Estate,,United Kingdom,STOXX600,2026-05-22,LAND.L,GBP
LANV,Lanvin Group,EU,EUR,Consumer Products and Services,,France,STOXX600,2026-05-22,LANV.PA,EUR
LDO,Leonardo,EU,EUR,Industrial Goods and Services,,Italy,STOXX600,2026-05-22,LDO.MI,EUR
LDOS,Leidos,US,USD,Industrials,Diversified Support Services,"Reston, Virginia",SP500,2026-05-22,LDOS,USD
LEG,LEG Immobilien,EU,EUR,Real Estate,,Germany,STOXX600,2026-05-22,LEG.DE,EUR
LEN,Lennar,US,USD,Consumer Discretionary,Homebuilding,"Miami, Florida",SP500,2026-05-22,LEN,USD
LGEN,Legal & General,EU,EUR,Insurance,,United Kingdom,STOXX600,2026-05-22,LGEN.L,GBP
LH,Labcorp,US,USD,Health Care,Health Care Services,"Burlington, North Carolina",SP500,2026-05-22,LH,USD
LHA,Lufthansa,EU,EUR,Travel and Leisure,,Germany,STOXX600,2026-05-22,LHA.DE,EUR
LHX,L3Harris,US,USD,Industrials,Aerospace & Defense,"Melbourne, Florida",SP500,2026-05-22,LHX,USD
LIF,LifeCo,EU,EUR,Insurance,,Ireland,STOXX600,2026-05-22,LIF.IR,EUR
LIGHT,Signify,EU,EUR,Construction and Materials,,Netherlands,STOXX600,2026-05-22,LIGHT.AS,EUR
LII,Lennox International,US,USD,Industrials,Building Products,"Richardson, Texas",SP500,2026-05-22,LII,USD
LIN,Linde plc,US,USD,Materials,Industrial Gases,"Guildford, United Kingdom",SP500,2026-05-22,LIN,USD
LISN,Lindt & Sprüngli,EU,EUR,"Food, Beverage and Tobacco",,Switzerland,STOXX600,2026-05-22,LISN.SW,CHF
LITE,Lumentum,US,USD,Information Technology,Communications Equipment,"San Jose, California",SP500,2026-05-22,LITE,USD
LLOY,Lloyds Banking Group,EU,EUR,Banks,,United Kingdom,STOXX600,2026-05-22,LLOY.L,GBP
LLY,Lilly (Eli),US,USD,Health Care,Pharmaceuticals,"Indianapolis, Indiana",SP500,2026-05-22,LLY,USD
LMT,Lockheed Martin,US,USD,Industrials,Aerospace & Defense,"Bethesda, Maryland",SP500,2026-05-22,LMT,USD
LNT,Alliant Energy,US,USD,Utilities,Electric Utilities,"Madison, Wisconsin",SP500,2026-05-22,LNT,USD
LOGN,Logitech,EU,EUR,Technology,,Switzerland,STOXX600,2026-05-22,LOGN.SW,CHF
LONN,Lonza Group,EU,EUR,Health Care,,Switzerland,STOXX600,2026-05-22,LONN.SW,CHF
LOW,Lowe's,US,USD,Consumer Discretionary,Home Improvement Retail,"Mooresville, North Carolina",SP500,2026-05-22,LOW,USD
LPP,LPP,EU,EUR,Consumer Products and Services,,Poland,STOXX600,2026-05-22,LPP.WA,PLN
LRCX,Lam Research,US,USD,Information Technology,Semiconductor Materials & Equipment,"Fremont, California",SP500,2026-05-22,LRCX,USD
LSEG,London Stock Exchange Group,EU,EUR,Financial Services,,United Kingdom,STOXX600,2026-05-22,LSEG.L,GBP
LSG,Lerøy Seafood,EU,EUR,"Food, Beverage and Tobacco",,Norway,STOXX600,2026-05-22,LSG.OL,NOK
LULU,Lululemon Athletica,US,USD,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Vancouver, Canada",SP500,2026-05-22,LULU,USD
LUMI,Lumibird,EU,EUR,Technology,,France,STOXX600,2026-05-22,LUMI.PA,EUR
LUN,Lundin Energy,EU,EUR,Energy,,Sweden,STOXX600,2026-05-22,LUN.ST,SEK
LUV,Southwest Airlines,US,USD,Industrials,Passenger Airlines,"Dallas, Texas",SP500,2026-05-22,LUV,USD
LVS,Las Vegas Sands,US,USD,Consumer Discretionary,Casinos & Gaming,"Las Vegas, Nevada",SP500,2026-05-22,LVS,USD
LXS,Lanxess,EU,EUR,Chemicals,,Germany,STOXX600,2026-05-22,LXS.DE,EUR
LYB,LyondellBasell,US,USD,Materials,Specialty Chemicals,"Rotterdam, Netherlands",SP500,2026-05-22,LYB,USD
LYV,Live Nation Entertainment,US,USD,Communication Services,Movies & Entertainment,"Beverly Hills, California",SP500,2026-05-22,LYV,USD
MA,Mastercard,US,USD,Financials,Transaction & Payment Processing Services,"Harrison, New York",SP500,2026-05-22,MA,USD
MAA,Mid-America Apartment Communities,US,USD,Real Estate,Multi-Family Residential REITs,"Memphis, Tennessee",SP500,2026-05-22,MAA,USD
MAERSK B,Maersk,EU,EUR,Industrial Goods and Services,,Denmark,STOXX600,2026-05-22,MAERSK-B.CO,DKK
MAN,MAN SE,EU,EUR,Industrial Goods and Services,,Germany,STOXX600,2026-05-22,MAN.DE,EUR
MAR,Marriott International,US,USD,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Bethesda, Maryland",SP500,2026-05-22,MAR,USD
MAS,Masco,US,USD,Industrials,Building Products,"Livonia, Michigan",SP500,2026-05-22,MAS,USD
MB,Mediobanca,EU,EUR,Financial Services,,Italy,STOXX600,2026-05-22,MB.MI,EUR
MBG,Mercedes-Benz Group,EU,EUR,Automobiles and Parts,,Germany,STOXX600,2026-05-22,MBG.DE,EUR
MC,LVMH,EU,EUR,Consumer Products and Services,,France,STOXX600,2026-05-22,MC.PA,EUR
MCD,McDonald's,US,USD,Consumer Discretionary,Restaurants,"Chicago, Illinois",SP500,2026-05-22,MCD,USD
MCG,Mobico Group,EU,EUR,Travel and Leisure,,United Kingdom,STOXX600,2026-05-22,MCG.L,GBP
MCHP,Microchip Technology,US,USD,Information Technology,Semiconductors,"Chandler, Arizona",SP500,2026-05-22,MCHP,USD
MCK,McKesson Corporation,US,USD,Health Care,Health Care Distributors,"Irving, Texas",SP500,2026-05-22,MCK,USD
MCO,Moody's Corporation,US,USD,Financials,Financial Exchanges & Data,"New York City, New York",SP500,2026-05-22,MCO,USD
MDLZ,Mondelez International,US,USD,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois",SP500,2026-05-22,MDLZ,USD
MDT,Medtronic,US,USD,Health Care,Health Care Equipment,"Galway, Ireland",SP500,2026-05-22,MDT,USD
MEL,Meliá Hotels,EU,EUR,Travel and Leisure,,Spain,STOXX600,2026-05-22,MEL.MC,EUR
MELE,Melexis,EU,EUR,Technology,,Belgium,STOXX600,2026-05-22,MELE.BR,EUR
MET,MetLife,US,USD,Financials,Life & Health Insurance,"New York City, New York",SP500,2026-05-22,MET,USD
META,Meta Platforms,US,USD,Communication Services,Interactive Media & Services,"Menlo Park, California",SP500,2026-05-22,META,USD
METSO,Metso,EU,EUR,Industrial Goods and Services,,Finland,STOXX600,2026-05-22,METSO.HE,EUR
MGG,M&G,EU,EUR,Financial Services,,United Kingdom,STOXX600,2026-05-22,MGG.L,GBP
MGM,MGM Resorts,US,USD,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada",SP500,2026-05-22,MGM,USD
MICP,Michelin,EU,EUR,Automobiles and Parts,,France,STOXX600,2026-05-22,MICP.PA,EUR
MKC,McCormick & Company,US,USD,Consumer Staples,Packaged Foods & Meats,"Hunt Valley, Maryland",SP500,2026-05-22,MKC,USD
MKS,Marks & Spencer,EU,EUR,Retail,,United Kingdom,STOXX600,2026-05-22,MKS.L,GBP
MLM,Martin Marietta Materials,US,USD,Materials,Construction Materials,"Raleigh, North Carolina",SP500,2026-05-22,MLM,USD
MMM,3M,US,USD,Industrials,Industrial Conglomerates,"Saint Paul, Minnesota",SP500,2026-05-22,MMM,USD
MNDI,Mondi,EU,EUR,Industrial Goods and Services,,United Kingdom,STOXX600,2026-05-22,MNDI.L,GBP
MNG,M&G,EU,EUR,Financial Services,,United Kingdom,STOXX600,2026-05-22,MNG.L,GBP
MNST,Monster Beverage,US,USD,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,"Corona, California",SP500,2026-05-22,MNST,USD
MO,Altria,US,USD,Consumer Staples,Tobacco,"Richmond, Virginia",SP500,2026-05-22,MO,USD
MONC,Moncler,EU,EUR,Consumer Products and Services,,Italy,STOXX600,2026-05-22,MONC.MI,EUR
MONY,Moneysupermarket.com,EU,EUR,Media,,United Kingdom,STOXX600,2026-05-22,MONY.L,GBP
MOR,MorphoSys,EU,EUR,Health Care,,Germany,STOXX600,2026-05-22,MOR.DE,EUR
MOS,Mosaic Company (The),US,USD,Materials,Fertilizers & Agricultural Chemicals,"Tampa, Florida",SP500,2026-05-22,MOS,USD
MPC,Marathon Petroleum,US,USD,Energy,Oil & Gas Refining & Marketing,"Findlay, Ohio",SP500,2026-05-22,MPC,USD
MPWR,Monolithic Power Systems,US,USD,Information Technology,Semiconductors,"Kirkland, Washington",SP500,2026-05-22,MPWR,USD
MRK,Merck & Co.,US,USD,Health Care,Pharmaceuticals,"Kenilworth, New Jersey",SP500,2026-05-22,MRK,USD
MRL,Merlin Properties,EU,EUR,Real Estate,,Spain,STOXX600,2026-05-22,MRL.MC,EUR
MRNA,Moderna,US,USD,Health Care,Biotechnology,"Cambridge, Massachusetts",SP500,2026-05-22,MRNA,USD
MRSH,Marsh McLennan,US,USD,Financials,Insurance Brokers,"New York City, New York",SP500,2026-05-22,MRSH,USD
MRW,Morrisons,EU,EUR,Retail,,United Kingdom,STOXX600,2026-05-22,MRW.L,GBP
MS,Morgan Stanley,US,USD,Financials,Investment Banking & Brokerage,"New York City, New York",SP500,2026-05-22,MS,USD
MSCI,MSCI Inc.,US,USD,Financials,Financial Exchanges & Data,"New York City, New York",SP500,2026-05-22,MSCI,USD
MSFT,Microsoft,US,USD,Information Technology,Systems Software,"Redmond, Washington",SP500,2026-05-22,MSFT,USD
MSI,Motorola Solutions,US,USD,Information Technology,Communications Equipment,"Chicago, Illinois",SP500,2026-05-22,MSI,USD
MT,ArcelorMittal,EU,EUR,Basic Resources,,Luxembourg,STOXX600,2026-05-22,MT.LU,EUR
MTB,M&T Bank,US,USD,Financials,Regional Banks,"Buffalo, New York",SP500,2026-05-22,MTB,USD
MTD,Mettler Toledo,US,USD,Health Care,Life Sciences Tools & Services,"Columbus, Ohio",SP500,2026-05-22,MTD,USD
MTX,MTU Aero Engines,EU,EUR,Industrial Goods and Services,,Germany,STOXX600,2026-05-22,MTX.DE,EUR
MU,Micron Technology,US,USD,Information Technology,Semiconductors,"Boise, Idaho",SP500,2026-05-22,MU,USD
MUV2,Munich Re,EU,EUR,Insurance,,Germany,STOXX600,2026-05-22,MUV2.DE,EUR
NAB,National Bank of Greece,EU,EUR,Banks,,Greece,STOXX600,2026-05-22,NAB.AT,EUR
NCLH,Norwegian Cruise Line Holdings,US,USD,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami-Dade County, Florida[4]",SP500,2026-05-22,NCLH,USD
NDA FI,Nordea,EU,EUR,Banks,,Finland,STOXX600,2026-05-22,NDA-FI.HE,EUR
NDA SE,Nordea,EU,EUR,Banks,,Finland,STOXX600,2026-05-22,NDA-SE.HE,EUR
NDAQ,"Nasdaq, Inc.",US,USD,Financials,Financial Exchanges & Data,"New York City, New York",SP500,2026-05-22,NDAQ,USD
NDSN,Nordson Corporation,US,USD,Industrials,Industrial Machinery & Supplies & Components,"Westlake, Ohio",SP500,2026-05-22,NDSN,USD
NEE,NextEra Energy,US,USD,Utilities,Multi-Utilities,"Juno Beach, Florida",SP500,2026-05-22,NEE,USD
NEM,Newmont,US,USD,Materials,Gold,"Denver, Colorado",SP500,2026-05-22,NEM,USD
NEOEN,Neoen,EU,EUR,Utilities,,France,STOXX600,2026-05-22,NEOEN.PA,EUR
NESN,Nestlé,EU,EUR,"Food, Beverage and Tobacco",,Switzerland,STOXX600,2026-05-22,NESN.SW,CHF
NEX,Nexans,EU,EUR,Industrial Goods and Services,,France,STOXX600,2026-05-22,NEX.PA,EUR
NEXI,Nexi,EU,EUR,Industrial Goods and Services,,Italy,STOXX600,2026-05-22,NEXI.MI,EUR
NFLX,Netflix,US,USD,Communication Services,Movies & Entertainment,"Los Gatos, California",SP500,2026-05-22,NFLX,USD
NG,National Grid,EU,EUR,Utilities,,United Kingdom,STOXX600,2026-05-22,NG.L,GBP
NGG,National Grid,EU,EUR,Utilities,,United Kingdom,STOXX600,2026-05-22,NGG.L,GBP
NHY,Norsk Hydro,EU,EUR,Basic Resources,,Norway,STOXX600,2026-05-22,NHY.OL,NOK
NI,NiSource,US,USD,Utilities,Multi-Utilities,"Merrillville, Indiana",SP500,2026-05-22,NI,USD
NIBE B,Nibe Industrier,EU,EUR,Construction and Materials,,Sweden,STOXX600,2026-05-22,NIBE-B.ST,SEK
NKE,"Nike, Inc.",US,USD,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Washington County, Oregon",SP500,2026-05-22,NKE,USD
NN,NN Group,EU,EUR,Insurance,,Netherlands,STOXX600,2026-05-22,NN.AS,EUR
NOC,Northrop Grumman,US,USD,Industrials,Aerospace & Defense,"West Falls Church, Virginia[3]",SP500,2026-05-22,NOC,USD
NOKIA,Nokia,EU,EUR,Technology,,Finland,STOXX600,2026-05-22,NOKIA.HE,EUR
NOV N,Novartis,EU,EUR,Health Care,,Switzerland,STOXX600,2026-05-22,NOV-N.SW,CHF
NOVO B,Novo Nordisk,EU,EUR,Health Care,,Denmark,STOXX600,2026-05-22,NOVO-B.CO,DKK
NOW,ServiceNow,US,USD,Information Technology,Systems Software,"Santa Clara, California",SP500,2026-05-22,NOW,USD
NRG,NRG Energy,US,USD,Utilities,Independent Power Producers & Energy Traders,"Houston, Texas",SP500,2026-05-22,NRG,USD
NSC,Norfolk Southern,US,USD,Industrials,Rail Transportation,"Atlanta, Georgia",SP500,2026-05-22,NSC,USD
NSN,Neste,EU,EUR,Energy,,Finland,STOXX600,2026-05-22,NSN.HE,EUR
NTAP,NetApp,US,USD,Information Technology,"Technology Hardware, Storage & Peripherals","San Jose, California",SP500,2026-05-22,NTAP,USD
NTGY,Naturgy,EU,EUR,Utilities,,Spain,STOXX600,2026-05-22,NTGY.MC,EUR
NTRS,Northern Trust,US,USD,Financials,Asset Management & Custody Banks,"Chicago, Illinois",SP500,2026-05-22,NTRS,USD
NUE,Nucor,US,USD,Materials,Steel,"Charlotte, North Carolina",SP500,2026-05-22,NUE,USD
NVDA,Nvidia,US,USD,Information Technology,Semiconductors,"Santa Clara, California",SP500,2026-05-22,NVDA,USD
NVR,"NVR, Inc.",US,USD,Consumer Discretionary,Homebuilding,"Reston, Virginia",SP500,2026-05-22,NVR,USD
NWG,NatWest Group,EU,EUR,Banks,,United Kingdom,STOXX600,2026-05-22,NWG.L,GBP
NWS,News Corp (Class B),US,USD,Communication Services,Publishing,"New York City, New York",SP500,2026-05-22,NWS,USD
NWSA,News Corp (Class A),US,USD,Communication Services,Publishing,"New York City, New York",SP500,2026-05-22,NWSA,USD
NXPI,NXP Semiconductors,US,USD,Information Technology,Semiconductors,"Eindhoven, Netherlands",SP500,2026-05-22,NXPI,USD
NXT,Next plc,EU,EUR,Retail,,United Kingdom,STOXX600,2026-05-22,NXT.L,GBP
O,Realty Income,US,USD,Real Estate,Retail REITs,"San Diego, California",SP500,2026-05-22,O,USD
OCDO,Ocado,EU,EUR,Retail,,United Kingdom,STOXX600,2026-05-22,OCDO.L,GBP
OCI,OCI,EU,EUR,Chemicals,,Netherlands,STOXX600,2026-05-22,OCI.AS,EUR
ODFL,Old Dominion,US,USD,Industrials,Cargo Ground Transportation,"Thomasville, North Carolina",SP500,2026-05-22,ODFL,USD
OERL,Oerlikon,EU,EUR,Industrial Goods and Services,,Switzerland,STOXX600,2026-05-22,OERL.SW,CHF
OKE,Oneok,US,USD,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",SP500,2026-05-22,OKE,USD
OMC,Omnicom Group,US,USD,Communication Services,Advertising,"New York City, New York",SP500,2026-05-22,OMC,USD
OMV,OMV,EU,EUR,Energy,,Austria,STOXX600,2026-05-22,OMV.VI,EUR
ON,ON Semiconductor,US,USD,Information Technology,Semiconductors,"Phoenix, Arizona",SP500,2026-05-22,ON,USD
ONT,Ontex,EU,EUR,"Personal Care, Drug and Grocery Stores",,Belgium,STOXX600,2026-05-22,ONT.BR,EUR
OR,L'Oréal,EU,EUR,"Personal Care, Drug and Grocery Stores",,France,STOXX600,2026-05-22,OR.PA,EUR
ORA,Orange S.A.,EU,EUR,Telecommunications,,France,STOXX600,2026-05-22,ORA.PA,EUR
ORAN,Orange S.A.,EU,EUR,Telecommunications,,France,STOXX600,2026-05-22,ORAN.PA,EUR
ORCL,Oracle Corporation,US,USD,Information Technology,Application Software,"Austin, Texas",SP500,2026-05-22,ORCL,USD
OREP,L'Oréal,EU,EUR,Consumer Products and Services,,France,STOXX600,2026-05-22,OREP.PA,EUR
ORK,Orkla ASA,EU,EUR,"Food, Beverage and Tobacco",,Norway,STOXX600,2026-05-22,ORK.OL,NOK
ORLY,O’Reilly Automotive,US,USD,Consumer Discretionary,Automotive Retail,"Springfield, Missouri",SP500,2026-05-22,ORLY,USD
ORSTED,Ørsted,EU,EUR,Utilities,,Denmark,STOXX600,2026-05-22,ORSTED.CO,DKK
OTIS,Otis Worldwide,US,USD,Industrials,Industrial Machinery & Supplies & Components,"Farmington, Connecticut",SP500,2026-05-22,OTIS,USD
OXY,Occidental Petroleum,US,USD,Energy,Oil & Gas Exploration & Production,"Houston, Texas",SP500,2026-05-22,OXY,USD
P911,Porsche,EU,EUR,Automobiles and Parts,,Germany,STOXX600,2026-05-22,P911.DE,EUR
PAH3,Porsche SE,EU,EUR,Automobiles and Parts,,Germany,STOXX600,2026-05-22,PAH3.DE,EUR
PANDORA,Pandora,EU,EUR,Consumer Products and Services,,Denmark,STOXX600,2026-05-22,PANDORA.CO,DKK
PANW,Palo Alto Networks,US,USD,Information Technology,Systems Software,"Santa Clara, California",SP500,2026-05-22,PANW,USD
PAYX,Paychex,US,USD,Industrials,Human Resource & Employment Services,"Penfield, New York",SP500,2026-05-22,PAYX,USD
PBB,Deutsche Pfandbriefbank,EU,EUR,Banks,,Germany,STOXX600,2026-05-22,PBB.DE,EUR
PCAR,Paccar,US,USD,Industrials,Construction Machinery & Heavy Transportation Equipment,"Bellevue, Washington",SP500,2026-05-22,PCAR,USD
PCG,PG&E Corporation,US,USD,Utilities,Multi-Utilities,"Oakland, California",SP500,2026-05-22,PCG,USD
PEG,Public Service Enterprise Group,US,USD,Utilities,Electric Utilities,"Newark, New Jersey",SP500,2026-05-22,PEG,USD
